,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
5,2023-09-24,20:45,Serie A,Matchweek 5,Sun,Away,D,1,1,Torino,1.4,0.9,59.0,23299.0,Gianluca Mancini,3-4-3,Marco Guida,Match Report,,11.0,3.0,15.8,0.0,0,0,2022,Roma
6,2023-09-28,20:45,Serie A,Matchweek 6,Thu,Away,L,1,4,Genoa,1.4,1.1,71.0,32961.0,Lorenzo Pellegrini,3-4-3,Daniele Orsato,Match Report,,13.0,3.0,19.4,0.0,0,0,2022,Roma
7,2023-10-01,20:45,Serie A,Matchweek 7,Sun,Home,W,2,0,Frosinone,0.6,0.9,50.0,62638.0,Lorenzo Pellegrini,3-4-3,Matteo Marchetti,Match Report,,11.0,5.0,16.1,0.0,0,0,2022,Roma
9,2023-10-08,18:00,Serie A,Matchweek 8,Sun,Away,W,4,1,Cagliari,2.6,1.7,43.0,16307.0,Gianluca Mancini,3-5-2,Simone Sozza,Match Report,,11.0,5.0,16.4,1.0,0,0,2022,Roma
10,2023-10-22,12:30,Serie A,Matchweek 9,Sun,Home,W,1,0,Monza,1.7,0.4,52.0,62022.0,Gianluca Mancini,3-5-2,Giovanni Ayroldi,Match Report,,21.0,4.0,16.0,1.0,0,0,2022,Roma
12,2023-10-29,18:00,Serie A,Matchweek 10,Sun,Away,L,0,1,Inter,0.1,2.2,37.0,75573.0,Gianluca Mancini,3-5-2,Fabio Maresca,Match Report,,3.0,1.0,21.4,1.0,0,0,2022,Roma
13,2023-11-05,18:00,Serie A,Matchweek 11,Sun,Home,W,2,1,Lecce,2.0,0.8,60.0,64790.0,Gianluca Mancini,3-4-3,Andrea Colombo,Match Report,,14.0,4.0,16.8,0.0,0,1,2022,Roma
15,2023-11-12,18:00,Serie A,Matchweek 12,Sun,Away,D,0,0,Lazio,0.4,0.4,51.0,63000.0,Gianluca Mancini,3-5-1-1,Davide Massa,Match Report,,8.0,1.0,16.7,0.0,0,0,2022,Roma
16,2023-11-26,18:00,Serie A,Matchweek 13,Sun,Home,W,3,1,Udinese,1.4,0.5,64.0,61015.0,Lorenzo Pellegrini,3-5-2,Luca Massimi,Match Report,,12.0,5.0,14.1,0.0,0,0,2022,Roma
18,2023-12-03,18:00,Serie A,Matchweek 14,Sun,Away,W,2,1,Sassuolo,2.3,0.8,66.0,19113.0,Gianluca Mancini,3-5-2,Matteo Marcenaro,Match Report,,14.0,6.0,20.8,0.0,1,1,2022,Roma
19,2023-12-10,20:45,Serie A,Matchweek 15,Sun,Home,D,1,1,Fiorentina,0.7,1.5,35.0,60932.0,Lorenzo Pellegrini,3-5-2,Antonio Rapuano,Match Report,,4.0,1.0,15.7,0.0,0,0,2022,Roma
21,2023-12-17,18:00,Serie A,Matchweek 16,Sun,Away,L,0,2,Bologna,0.6,0.5,45.0,25579.0,Lorenzo Pellegrini,3-5-2,Marco Guida,Match Report,,8.0,3.0,19.9,1.0,0,0,2022,Roma
22,2023-12-23,20:45,Serie A,Matchweek 17,Sat,Home,W,2,0,Napoli,1.9,0.7,41.0,62141.0,Gianluca Mancini,3-5-2,Andrea Colombo,Match Report,,17.0,4.0,18.0,0.0,0,0,2022,Roma
23,2023-12-30,20:45,Serie A,Matchweek 18,Sat,Away,L,0,1,Juventus,0.5,1.1,57.0,41503.0,Gianluca Mancini,3-5-2,Simone Sozza,Match Report,,11.0,2.0,20.6,0.0,0,0,2022,Roma
25,2024-01-07,20:45,Serie A,Matchweek 19,Sun,Home,D,1,1,Atalanta,2.1,0.7,56.0,60022.0,Lorenzo Pellegrini,3-5-2,Gianluca Aureliano,Match Report,,15.0,5.0,17.4,0.0,1,1,2022,Roma
27,2024-01-14,20:45,Serie A,Matchweek 20,Sun,Away,L,1,3,Milan,1.4,1.5,52.0,74198.0,Gianluca Mancini,3-5-2,Marco Guida,Match Report,,11.0,4.0,21.9,1.0,1,1,2022,Roma
28,2024-01-20,18:00,Serie A,Matchweek 21,Sat,Home,W,2,1,Hellas Verona,0.9,1.1,62.0,,Lorenzo Pellegrini,4-3-2-1,Juan Sacchi,Match Report,,9.0,2.0,16.8,0.0,0,0,2022,Roma
29,2024-01-29,20:45,Serie A,Matchweek 22,Mon,Away,W,2,1,Salernitana,1.6,1.2,61.0,,Lorenzo Pellegrini,4-3-3,Marco Di Bello,Match Report,,4.0,1.0,19.1,1.0,1,1,2022,Roma
30,2024-02-05,20:45,Serie A,Matchweek 23,Mon,Home,W,4,0,Cagliari,2.5,0.6,53.0,61755.0,Lorenzo Pellegrini,4-3-3,Matteo Marcenaro,Match Report,,19.0,5.0,12.4,0.0,1,1,2022,Roma
31,2024-02-10,18:00,Serie A,Matchweek 24,Sat,Home,L,2,4,Inter,0.7,0.9,47.0,,Lorenzo Pellegrini,4-3-3,Marco Guida,Match Report,,8.0,3.0,14.7,0.0,0,0,2022,Roma
33,2024-02-18,18:00,Serie A,Matchweek 25,Sun,Away,W,3,0,Frosinone,1.8,1.4,57.0,,Gianluca Mancini,4-2-3-1,Antonio Giua,Match Report,,12.0,4.0,21.3,0.0,1,1,2022,Roma
35,2024-02-26,18:30,Serie A,Matchweek 26,Mon,Home,W,3,2,Torino,1.4,0.6,54.0,,Lorenzo Pellegrini,3-5-2,Juan Sacchi,Match Report,,5.0,2.0,17.7,0.0,1,1,2022,Roma
36,2024-03-02,18:00,Serie A,Matchweek 27,Sat,Away,W,4,1,Monza,1.8,0.9,51.0,,Lorenzo Pellegrini,4-3-3,Marco Piccinini,Match Report,,11.0,5.0,20.0,2.0,1,1,2022,Roma
0,2023-08-20,18:30,Serie A,Matchweek 1,Sun,Away,W,2.0,0.0,Sassuolo,1.3,0.4,51.0,12298.0,Marten de Roon,3-5-2,Matteo Marchetti,Match Report,,16.0,4.0,17.1,0.0,0,0,2022,Atalanta
1,2023-08-26,18:30,Serie A,Matchweek 2,Sat,Away,L,1.0,2.0,Frosinone,1.6,0.7,63.0,13426.0,Marten de Roon,3-4-1-2,Juan Sacchi,Match Report,,18.0,6.0,15.8,0.0,0,0,2022,Atalanta
2,2023-09-02,20:45,Serie A,Matchweek 3,Sat,Home,W,3.0,0.0,Monza,1.3,0.4,41.0,14985.0,Marten de Roon,3-4-1-2,Matteo Marcenaro,Match Report,,18.0,8.0,16.7,0.0,0,0,2022,Atalanta
3,2023-09-17,18:00,Serie A,Matchweek 4,Sun,Away,L,2.0,3.0,Fiorentina,0.7,1.1,43.0,32100.0,Rafael Tolói,3-4-1-2,Luca Pairetto,Match Report,,11.0,4.0,16.3,0.0,0,0,2022,Atalanta
5,2023-09-24,15:00,Serie A,Matchweek 5,Sun,Home,W,2.0,0.0,Cagliari,1.7,0.8,56.0,14739.0,Marten de Roon,3-4-3,Ermanno Feliciani,Match Report,,10.0,6.0,14.6,0.0,0,0,2022,Atalanta
6,2023-09-27,18:30,Serie A,Matchweek 6,Wed,Away,W,1.0,0.0,Hellas Verona,1.2,0.5,49.0,15936.0,Rafael Tolói,3-4-3,Federico Dionisi,Match Report,,8.0,2.0,16.6,0.0,0,0,2022,Atalanta
7,2023-10-01,18:00,Serie A,Matchweek 7,Sun,Home,D,0.0,0.0,Juventus,1.2,0.2,52.0,14811.0,Rafael Tolói,3-4-3,Daniele Chiffi,Match Report,,15.0,2.0,16.9,1.0,0,0,2022,Atalanta
9,2023-10-08,15:00,Serie A,Matchweek 8,Sun,Away,L,2.0,3.0,Lazio,1.0,1.6,54.0,41000.0,Marten de Roon,3-4-1-2,Daniele Orsato,Match Report,,12.0,4.0,15.5,1.0,0,0,2022,Atalanta
10,2023-10-22,18:00,Serie A,Matchweek 9,Sun,Home,W,2.0,0.0,Genoa,1.2,1.0,56.0,14848.0,Rafael Tolói,3-4-3,Livio Marinelli,Match Report,,13.0,8.0,15.3,0.0,0,0,2022,Atalanta
12,2023-10-30,18:30,Serie A,Matchweek 10,Mon,Away,W,3.0,0.0,Empoli,1.6,0.3,56.0,7825.0,Berat Djimsiti,3-4-1-2,Luca Massimi,Match Report,,18.0,6.0,16.3,0.0,0,0,2022,Atalanta
13,2023-11-04,18:00,Serie A,Matchweek 11,Sat,Home,L,1.0,2.0,Inter,1.0,1.3,54.0,14945.0,Marten de Roon,3-4-1-2,Simone Sozza,Match Report,,14.0,4.0,14.4,0.0,0,0,2022,Atalanta
15,2023-11-12,15:00,Serie A,Matchweek 12,Sun,Away,D,1.0,1.0,Udinese,0.7,1.5,65.0,23100.0,Marten de Roon,3-4-1-2,Gianluca Aureliano,Match Report,,8.0,2.0,10.8,0.0,0,0,2022,Atalanta
16,2023-11-25,18:00,Serie A,Matchweek 13,Sat,Home,L,1.0,2.0,Napoli,1.0,2.0,44.0,14743.0,Berat Djimsiti,3-4-1-2,Maurizio Mariani,Match Report,,16.0,5.0,15.4,0.0,0,0,2022,Atalanta
18,2023-12-04,20:45,Serie A,Matchweek 14,Mon,Away,L,0.0,3.0,Torino,0.5,1.7,46.0,18507.0,Marten de Roon,3-4-3,Marco Piccinini,Match Report,,10.0,4.0,25.0,0.0,0,0,2022,Atalanta
19,2023-12-09,18:00,Serie A,Matchweek 15,Sat,Home,W,3.0,2.0,Milan,3.3,1.5,42.0,14907.0,Marten de Roon,3-4-1-2,Federico La Penna,Match Report,,19.0,7.0,12.1,0.0,0,0,2022,Atalanta
21,2023-12-18,20:45,Serie A,Matchweek 16,Mon,Home,W,4.0,1.0,Salernitana,1.9,1.3,51.0,14264.0,Marten de Roon,3-4-1-2,Ermanno Feliciani,Match Report,,20.0,11.0,18.2,1.0,0,0,2022,Atalanta
22,2023-12-23,15:00,Serie A,Matchweek 17,Sat,Away,L,0.0,1.0,Bologna,1.2,0.7,40.0,28082.0,Marten de Roon,3-4-1-2,Antonio Rapuano,Match Report,,12.0,2.0,15.5,0.0,0,0,2022,Atalanta
23,2023-12-30,12:30,Serie A,Matchweek 18,Sat,Home,W,1.0,0.0,Lecce,1.1,1.2,62.0,14864.0,Marten de Roon,3-4-1-2,Gianluca Manganiello,Match Report,,17.0,3.0,14.5,0.0,0,0,2022,Atalanta
25,2024-01-07,20:45,Serie A,Matchweek 19,Sun,Away,D,1.0,1.0,Roma,0.7,2.1,44.0,60022.0,Marten de Roon,3-4-3,Gianluca Aureliano,Match Report,,8.0,2.0,12.9,0.0,0,0,2022,Atalanta
27,2024-01-15,20:45,Serie A,Matchweek 20,Mon,Home,W,5.0,0.0,Frosinone,3.7,0.4,48.0,14195.0,Marten de Roon,3-4-3,Alessandro Prontera,Match Report,,20.0,8.0,15.9,1.0,1,1,2022,Atalanta
28,2024-01-27,15:00,Serie A,Matchweek 22,Sat,Home,W,2.0,0.0,Udinese,1.1,0.6,58.0,,Marten de Roon,3-4-3,Marco Piccinini,Match Report,,14.0,11.0,15.6,0.0,0,0,2022,Atalanta
29,2024-02-04,18:00,Serie A,Matchweek 23,Sun,Home,W,3.0,1.0,Lazio,2.3,1.2,52.0,,Marten de Roon,3-4-1-2,Marco Guida,Match Report,,18.0,4.0,15.2,0.0,1,1,2022,Atalanta
30,2024-02-11,18:00,Serie A,Matchweek 24,Sun,Away,W,4.0,1.0,Genoa,2.1,0.8,45.0,,Marten de Roon,3-4-3,Andrea Colombo,Match Report,,14.0,9.0,16.3,1.0,0,0,2022,Atalanta
31,2024-02-17,20:45,Serie A,Matchweek 25,Sat,Home,W,3.0,0.0,Sassuolo,4.2,1.6,56.0,,Berat Djimsiti,3-4-1-2,Alessandro Prontera,Match Report,,27.0,11.0,13.8,0.0,0,0,2022,Atalanta
32,2024-02-25,20:45,Serie A,Matchweek 26,Sun,Away,D,1.0,1.0,Milan,1.1,1.3,32.0,,Marten de Roon,3-4-1-2,Daniele Orsato,Match Report,,7.0,2.0,18.4,0.0,1,1,2022,Atalanta
33,2024-02-28,20:45,Serie A,Matchweek 21,Wed,Away,L,0.0,4.0,Inter,0.3,2.0,41.0,,Berat Djimsiti,3-4-1-2,Andrea Colombo,Match Report,,6.0,1.0,20.8,0.0,0,0,2022,Atalanta
34,2024-03-03,18:00,Serie A,Matchweek 27,Sun,Home,L,1.0,2.0,Bologna,1.4,1.3,55.0,,Marten de Roon,3-4-1-2,Federico La Penna,Match Report,,11.0,2.0,15.6,0.0,0,0,2022,Atalanta
0,2023-08-19,18:30,Serie A,Matchweek 1,Sat,Away,W,3.0,1.0,Frosinone,1.5,0.9,52.0,15822.0,Giovanni Di Lorenzo,4-3-3,Matteo Marcenaro,Match Report,,19.0,8.0,18.4,0.0,0,0,2022,Napoli
1,2023-08-27,20:45,Serie A,Matchweek 2,Sun,Home,W,2.0,0.0,Sassuolo,3.5,0.2,67.0,46925.0,Giovanni Di Lorenzo,4-3-3,Antonio Giua,Match Report,,23.0,4.0,15.5,0.0,1,2,2022,Napoli
2,2023-09-02,20:45,Serie A,Matchweek 3,Sat,Home,L,1.0,2.0,Lazio,1.3,0.6,62.0,42000.0,Giovanni Di Lorenzo,4-3-3,Andrea Colombo,Match Report,,22.0,4.0,17.7,1.0,0,0,2022,Napoli
3,2023-09-16,20:45,Serie A,Matchweek 4,Sat,Away,D,2.0,2.0,Genoa,0.9,1.2,66.0,33275.0,Giovanni Di Lorenzo,4-3-3,Michael Fabbri,Match Report,,12.0,4.0,16.7,1.0,0,0,2022,Napoli
5,2023-09-24,18:00,Serie A,Matchweek 5,Sun,Away,D,0.0,0.0,Bologna,2.1,0.2,51.0,26621.0,Giovanni Di Lorenzo,4-3-3,Giovanni Ayroldi,Match Report,,11.0,4.0,18.0,1.0,0,1,2022,Napoli
6,2023-09-27,20:45,Serie A,Matchweek 6,Wed,Home,W,4.0,1.0,Udinese,3.3,0.7,66.0,45305.0,Giovanni Di Lorenzo,4-3-3,Gianluca Manganiello,Match Report,,22.0,9.0,17.5,1.0,1,1,2022,Napoli
7,2023-09-30,15:00,Serie A,Matchweek 7,Sat,Away,W,4.0,0.0,Lecce,2.5,0.5,56.0,27588.0,Giovanni Di Lorenzo,4-3-3,Luca Pairetto,Match Report,,14.0,5.0,19.0,1.0,1,1,2022,Napoli
9,2023-10-08,20:45,Serie A,Matchweek 8,Sun,Home,L,1.0,3.0,Fiorentina,1.8,2.1,54.0,45000.0,Giovanni Di Lorenzo,4-3-3,Federico La Penna,Match Report,,15.0,3.0,17.1,0.0,1,1,2022,Napoli
10,2023-10-21,15:00,Serie A,Matchweek 9,Sat,Away,W,3.0,1.0,Hellas Verona,2.3,1.3,60.0,20549.0,Giovanni Di Lorenzo,4-3-3,Rosario Abisso,Match Report,,22.0,10.0,17.5,2.0,0,0,2022,Napoli
12,2023-10-29,20:45,Serie A,Matchweek 10,Sun,Home,D,2.0,2.0,Milan,1.7,2.0,48.0,54000.0,Giovanni Di Lorenzo,4-3-3,Daniele Orsato,Match Report,,17.0,4.0,18.7,2.0,0,0,2022,Napoli
13,2023-11-04,15:00,Serie A,Matchweek 11,Sat,Away,W,2.0,0.0,Salernitana,1.4,0.3,58.0,16812.0,Giovanni Di Lorenzo,4-3-3,Antonio Rapuano,Match Report,,21.0,8.0,18.3,0.0,0,0,2022,Napoli
15,2023-11-12,12:30,Serie A,Matchweek 12,Sun,Home,L,0.0,1.0,Empoli,0.9,0.5,65.0,50500.0,Giovanni Di Lorenzo,4-2-3-1,Alessandro Prontera,Match Report,,18.0,7.0,18.2,0.0,0,0,2022,Napoli
16,2023-11-25,18:00,Serie A,Matchweek 13,Sat,Away,W,2.0,1.0,Atalanta,2.0,1.0,56.0,14743.0,Giovanni Di Lorenzo,4-3-3,Maurizio Mariani,Match Report,,11.0,3.0,14.1,0.0,0,0,2022,Napoli
18,2023-12-03,20:45,Serie A,Matchweek 14,Sun,Home,L,0.0,3.0,Inter,0.6,2.7,57.0,55000.0,Giovanni Di Lorenzo,4-3-3,Davide Massa,Match Report,,15.0,4.0,17.7,0.0,0,0,2022,Napoli
19,2023-12-08,20:45,Serie A,Matchweek 15,Fri,Away,L,0.0,1.0,Juventus,1.2,0.9,66.0,41400.0,Giovanni Di Lorenzo,4-3-3,Daniele Orsato,Match Report,,13.0,1.0,17.7,0.0,0,0,2022,Napoli
21,2023-12-16,18:00,Serie A,Matchweek 16,Sat,Home,W,2.0,1.0,Cagliari,1.8,1.1,67.0,45000.0,Giovanni Di Lorenzo,4-3-3,Matteo Marcenaro,Match Report,,21.0,5.0,14.2,1.0,0,0,2022,Napoli
23,2023-12-23,20:45,Serie A,Matchweek 17,Sat,Away,L,0.0,2.0,Roma,0.7,1.9,59.0,62141.0,Giovanni Di Lorenzo,4-3-3,Andrea Colombo,Match Report,,7.0,2.0,16.1,0.0,0,0,2022,Napoli
24,2023-12-29,18:30,Serie A,Matchweek 18,Fri,Home,D,0.0,0.0,Monza,2.0,1.1,58.0,32915.0,Giovanni Di Lorenzo,4-3-3,Marco Di Bello,Match Report,,25.0,9.0,16.9,0.0,0,0,2022,Napoli
25,2024-01-07,15:00,Serie A,Matchweek 19,Sun,Away,L,0.0,3.0,Torino,1.0,2.1,50.0,23960.0,Giovanni Di Lorenzo,4-3-3,Maurizio Mariani,Match Report,,10.0,3.0,14.4,0.0,0,0,2022,Napoli
26,2024-01-13,15:00,Serie A,Matchweek 20,Sat,Home,W,2.0,1.0,Salernitana,2.2,0.1,70.0,35000.0,Giovanni Di Lorenzo,4-3-3,Livio Marinelli,Match Report,,18.0,6.0,19.4,0.0,1,1,2022,Napoli
29,2024-01-28,18:00,Serie A,Matchweek 22,Sun,Away,D,0.0,0.0,Lazio,0.2,0.5,61.0,,Giovanni Di Lorenzo,3-4-3,Daniele Orsato,Match Report,,5.0,0.0,25.3,1.0,0,0,2022,Napoli
30,2024-02-04,15:00,Serie A,Matchweek 23,Sun,Home,W,2.0,1.0,Hellas Verona,1.2,0.9,68.0,,Giovanni Di Lorenzo,4-3-3,Marco Piccinini,Match Report,,19.0,7.0,19.3,0.0,0,0,2022,Napoli
31,2024-02-11,20:45,Serie A,Matchweek 24,Sun,Away,L,0.0,1.0,Milan,0.7,0.9,59.0,,Giovanni Di Lorenzo,3-5-1-1,Daniele Doveri,Match Report,,12.0,2.0,21.6,0.0,0,0,2022,Napoli
32,2024-02-17,15:00,Serie A,Matchweek 25,Sat,Home,D,1.0,1.0,Genoa,1.4,0.3,74.0,,Giovanni Di Lorenzo,4-3-3,Juan Sacchi,Match Report,,25.0,7.0,19.1,3.0,0,0,2022,Napoli
34,2024-02-25,15:00,Serie A,Matchweek 26,Sun,Away,D,1.0,1.0,Cagliari,1.3,0.7,69.0,,Amir Rrahmani,4-3-3,Luca Pairetto,Match Report,,9.0,4.0,17.3,0.0,0,0,2022,Napoli
35,2024-02-28,18:00,Serie A,Matchweek 21,Wed,Away,W,6.0,1.0,Sassuolo,2.7,0.3,71.0,,Giovanni Di Lorenzo,4-3-3,Daniele Chiffi,Match Report,,27.0,9.0,19.0,0.0,0,0,2022,Napoli
36,2024-03-03,20:45,Serie A,Matchweek 27,Sun,Home,W,2.0,1.0,Juventus,2.1,1.6,70.0,,Giovanni Di Lorenzo,4-3-3,Maurizio Mariani,Match Report,,13.0,6.0,16.4,1.0,0,1,2022,Napoli
37,2024-03-08,20:45,Serie A,Matchweek 28,Fri,Home,D,1.0,1.0,Torino,1.6,0.9,63.0,,Giovanni Di Lorenzo,4-3-3,Daniele Orsato,Match Report,,22.0,8.0,18.5,0.0,0,0,2022,Napoli
0,2023-08-19,20:45,Serie A,Matchweek 1,Sat,Away,W,4,1,Genoa,1.0,0.2,68.0,33045.0,Cristiano Biraghi,4-2-3-1,Giovanni Ayroldi,Match Report,,9.0,5.0,18.6,0.0,0,0,2022,Fiorentina
2,2023-08-27,18:30,Serie A,Matchweek 2,Sun,Home,D,2,2,Lecce,1.3,0.3,59.0,34604.0,Giacomo Bonaventura,4-2-3-1,Maria Sole Ferrieri Caputi,Match Report,,10.0,4.0,13.3,1.0,0,0,2022,Fiorentina
4,2023-09-03,18:30,Serie A,Matchweek 3,Sun,Away,L,0,4,Inter,0.4,3.7,60.0,72739.0,Cristiano Biraghi,4-2-3-1,Matteo Marchetti,Match Report,,6.0,2.0,20.5,0.0,0,0,2022,Fiorentina
5,2023-09-17,18:00,Serie A,Matchweek 4,Sun,Home,W,3,2,Atalanta,1.1,0.7,57.0,32100.0,Giacomo Bonaventura,4-2-3-1,Luca Pairetto,Match Report,,15.0,8.0,18.0,0.0,0,0,2022,Fiorentina
7,2023-09-24,15:00,Serie A,Matchweek 5,Sun,Away,W,2,0,Udinese,0.5,2.2,51.0,21229.0,Cristiano Biraghi,4-2-3-1,Daniele Chiffi,Match Report,,6.0,2.0,19.1,0.0,0,0,2022,Fiorentina
8,2023-09-28,18:30,Serie A,Matchweek 6,Thu,Away,D,1,1,Frosinone,1.4,0.7,48.0,14755.0,Cristiano Biraghi,4-2-3-1,Francesco Fourneau,Match Report,,19.0,6.0,19.5,0.0,0,0,2022,Fiorentina
9,2023-10-02,20:45,Serie A,Matchweek 7,Mon,Home,W,3,0,Cagliari,1.2,0.8,60.0,27309.0,Giacomo Bonaventura,4-2-3-1,Marco Di Bello,Match Report,,14.0,2.0,16.5,0.0,0,0,2022,Fiorentina
11,2023-10-08,20:45,Serie A,Matchweek 8,Sun,Away,W,3,1,Napoli,2.1,1.8,46.0,45000.0,Giacomo Bonaventura,4-2-3-1,Federico La Penna,Match Report,,12.0,3.0,14.0,0.0,0,0,2022,Fiorentina
12,2023-10-23,20:45,Serie A,Matchweek 9,Mon,Home,L,0,2,Empoli,1.0,1.5,71.0,43147.0,Giacomo Bonaventura,4-2-3-1,Federico Dionisi,Match Report,,19.0,7.0,16.2,0.0,0,0,2022,Fiorentina
14,2023-10-30,20:45,Serie A,Matchweek 10,Mon,Away,L,0,1,Lazio,0.4,1.9,52.0,35000.0,Cristiano Biraghi,4-2-3-1,Matteo Marcenaro,Match Report,,9.0,5.0,18.9,0.0,0,0,2022,Fiorentina
15,2023-11-05,20:45,Serie A,Matchweek 11,Sun,Home,L,0,1,Juventus,0.7,0.7,68.0,38225.0,Cristiano Biraghi,4-2-3-1,Daniele Chiffi,Match Report,,25.0,4.0,23.9,1.0,0,0,2022,Fiorentina
17,2023-11-12,15:00,Serie A,Matchweek 12,Sun,Home,W,2,1,Bologna,1.4,1.8,39.0,29750.0,Cristiano Biraghi,4-2-3-1,Fabio Maresca,Match Report,,11.0,3.0,23.9,0.0,1,1,2022,Fiorentina
18,2023-11-25,20:45,Serie A,Matchweek 13,Sat,Away,L,0,1,Milan,1.8,1.8,58.0,73074.0,Cristiano Biraghi,4-2-3-1,Marco Di Bello,Match Report,,21.0,4.0,16.2,1.0,0,0,2022,Fiorentina
20,2023-12-03,15:00,Serie A,Matchweek 14,Sun,Home,W,3,0,Salernitana,2.5,0.8,57.0,26286.0,Cristiano Biraghi,4-2-3-1,Paride Tremolada,Match Report,,21.0,8.0,18.9,0.0,1,1,2022,Fiorentina
22,2023-12-10,20:45,Serie A,Matchweek 15,Sun,Away,D,1,1,Roma,1.5,0.7,65.0,60932.0,Cristiano Biraghi,4-2-3-1,Antonio Rapuano,Match Report,,14.0,8.0,16.7,1.0,0,0,2022,Fiorentina
24,2023-12-17,15:00,Serie A,Matchweek 16,Sun,Home,W,1,0,Hellas Verona,0.5,2.5,65.0,26311.0,Cristiano Biraghi,4-2-3-1,Maria Sole Ferrieri Caputi,Match Report,,5.0,3.0,12.6,0.0,0,0,2022,Fiorentina
25,2023-12-22,20:45,Serie A,Matchweek 17,Fri,Away,W,1,0,Monza,2.0,0.7,48.0,10120.0,Cristiano Biraghi,4-2-3-1,Juan Sacchi,Match Report,,14.0,4.0,18.5,1.0,0,0,2022,Fiorentina
26,2023-12-29,18:30,Serie A,Matchweek 18,Fri,Home,W,1,0,Torino,0.5,0.3,52.0,32915.0,Cristiano Biraghi,4-2-3-1,Federico La Penna,Match Report,,12.0,3.0,20.0,0.0,0,0,2022,Fiorentina
27,2024-01-06,20:45,Serie A,Matchweek 19,Sat,Away,L,0,1,Sassuolo,1.2,0.9,66.0,15759.0,Cristiano Biraghi,4-2-3-1,Rosario Abisso,Match Report,,8.0,1.0,18.1,0.0,0,1,2022,Fiorentina
29,2024-01-14,18:00,Serie A,Matchweek 20,Sun,Home,D,2,2,Udinese,1.3,1.2,69.0,23686.0,Cristiano Biraghi,4-2-3-1,Luca Pairetto,Match Report,,9.0,2.0,20.1,0.0,1,1,2022,Fiorentina
31,2024-01-28,20:45,Serie A,Matchweek 22,Sun,Home,L,0,1,Inter,1.8,0.5,57.0,,Giacomo Bonaventura,4-2-3-1,Gianluca Aureliano,Match Report,,13.0,3.0,17.6,1.0,0,1,2022,Fiorentina
32,2024-02-02,20:45,Serie A,Matchweek 23,Fri,Away,L,2,3,Lecce,1.1,2.6,56.0,,Cristiano Biraghi,4-2-3-1,Antonio Giua,Match Report,,10.0,3.0,18.4,0.0,0,0,2022,Fiorentina
33,2024-02-11,12:30,Serie A,Matchweek 24,Sun,Home,W,5,1,Frosinone,2.2,1.1,54.0,,Cristiano Biraghi,4-2-3-1,Ermanno Feliciani,Match Report,,18.0,7.0,12.0,0.0,0,0,2022,Fiorentina
34,2024-02-14,19:00,Serie A,Matchweek 21,Wed,Away,L,0,2,Bologna,0.9,2.1,43.0,,Cristiano Biraghi,4-2-3-1,Daniele Chiffi,Match Report,,12.0,3.0,17.9,1.0,0,0,2022,Fiorentina
35,2024-02-18,15:00,Serie A,Matchweek 25,Sun,Away,D,1,1,Empoli,0.7,1.0,60.0,,Cristiano Biraghi,4-2-3-1,Luca Pairetto,Match Report,,9.0,3.0,15.5,0.0,0,0,2022,Fiorentina
36,2024-02-26,20:45,Serie A,Matchweek 26,Mon,Home,W,2,1,Lazio,2.5,0.3,54.0,,Cristiano Biraghi,4-2-3-1,Marco Guida,Match Report,,21.0,6.0,14.1,0.0,0,1,2022,Fiorentina
37,2024-03-02,20:45,Serie A,Matchweek 27,Sat,Away,D,0,0,Torino,0.6,0.6,65.0,,Cristiano Biraghi,4-2-3-1,Matteo Marchetti,Match Report,,14.0,3.0,19.5,0.0,0,0,2022,Fiorentina
0,2023-08-20,20:45,Serie A,Matchweek 1,Sun,Away,L,1.0,2.0,Lecce,1.6,1.4,52.0,29081.0,Ciro Immobile,4-3-3,Federico Dionisi,Match Report,,10.0,4.0,18.1,1.0,0,0,2022,Lazio
1,2023-08-27,20:45,Serie A,Matchweek 2,Sun,Home,L,0.0,1.0,Genoa,1.4,0.6,70.0,40000.0,Ciro Immobile,4-3-3,Livio Marinelli,Match Report,,16.0,2.0,19.6,0.0,0,0,2022,Lazio
2,2023-09-02,20:45,Serie A,Matchweek 3,Sat,Away,W,2.0,1.0,Napoli,0.6,1.3,38.0,42000.0,Ciro Immobile,4-3-3,Andrea Colombo,Match Report,,6.0,2.0,13.9,0.0,0,0,2022,Lazio
3,2023-09-16,15:00,Serie A,Matchweek 4,Sat,Away,L,1.0,3.0,Juventus,0.6,2.2,64.0,40652.0,Ciro Immobile,4-3-3,Fabio Maresca,Match Report,,16.0,5.0,19.8,1.0,0,0,2022,Lazio
5,2023-09-23,20:45,Serie A,Matchweek 5,Sat,Home,D,1.0,1.0,Monza,1.0,1.2,49.0,36000.0,Ciro Immobile,4-3-3,Rosario Abisso,Match Report,,7.0,0.0,23.7,0.0,1,1,2022,Lazio
6,2023-09-27,20:45,Serie A,Matchweek 6,Wed,Home,W,2.0,0.0,Torino,0.9,0.3,51.0,35100.0,Ciro Immobile,4-3-3,Michael Fabbri,Match Report,,6.0,3.0,14.5,0.0,0,0,2022,Lazio
